City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Sao Joao Da Barra,BR,2022-06-02 18:00:46,-21.6403,-41.0511,80.44,60,36,6.29
282,Lavrentiya,RU,2022-06-02 18:00:46,65.5833,-171.0,39.96,83,68,5.95
283,Cidreira,BR,2022-06-02 17:56:34,-30.1811,-50.2056,56.86,69,100,9.69
284,Rize,TR,2022-06-02 18:00:47,40.9044,40.8949,53.83,84,98,11.92
285,Horta,PT,2022-06-02 18:00:48,38.5333,-28.6333,69.44,78,20,16.11
286,Sur,OM,2022-06-02 18:00:49,22.5667,59.5289,85.51,60,27,13.29
287,Parrita,CR,2022-06-02 18:00:49,9.5201,-84.3225,79.54,80,100,4.94
288,Rosamorada,MX,2022-06-02 18:00:50,22.1222,-105.2058,90.95,37,27,7.23
289,Rantepao,ID,2022-06-02 18:00:50,-2.9701,119.8978,64.04,94,25,2.84
290,Cam Ranh,VN,2022-06-02 18:00:51,11.9214,109.1591,78.76,83,20,1.14
291,Klaksvik,FO,2022-06-02 18:00:51,62.2266,-6.589,49.12,84,18,8.21
292,Ekhabi,RU,2022-06-02 18:00:52,53.5102,142.9671,34.74,88,94,5.44
293,Kununurra,AU,2022-06-02 18:00:52,-15.7667,128.7333,76.98,94,100,0.0
294,Astana,KZ,2022-06-02 18:00:53,51.1801,71.446,60.75,41,0,6.71
295,Popondetta,PG,2022-06-02 18:00:53,-8.7537,148.2534,71.76,95,94,2.95
296,Shirokiy,RU,2022-06-02 18:00:54,49.758,129.523,49.48,92,100,8.77
297,Panguipulli,CL,2022-06-02 18:00:55,-39.6333,-72.3333,45.68,80,95,4.63
298,Terrace,CA,2022-06-02 17:59:16,54.5163,-128.6035,60.71,63,75,9.22
299,Lompoc,US,2022-06-02 17:56:58,34.6391,-120.4579,84.69,72,75,9.22
300,Rabaul,PG,2022-06-02 18:00:56,-4.1967,152.1721,78.31,80,51,5.55
301,Socorro,US,2022-06-02 18:00:56,31.6546,-106.3033,84.51,38,0,14.72
302,Akyab,MM,2022-06-02 18:00:57,20.15,92.9,81.09,86,100,4.81
303,San-Pedro,CI,2022-06-02 18:00:57,4.7485,-6.6363,80.46,80,52,6.96
304,Bom Jardim,BR,2022-06-02 18:00:58,-7.7958,-35.5872,78.8,80,92,8.55
305,Mogok,MM,2022-06-02 18:00:58,22.9167,96.5,65.88,98,95,3.24
306,Arman,RU,2022-06-02 18:00:59,59.7,150.1667,39.61,92,99,1.3
307,Erenhot,CN,2022-06-02 18:00:59,43.6475,111.9767,74.39,11,89,8.97
308,Storozhevaya,RU,2022-06-02 18:01:00,43.8789,41.4514,62.26,91,69,5.99
309,Bara,NG,2022-06-02 18:01:00,10.3744,10.7288,86.58,43,27,17.54
310,Kieta,PG,2022-06-02 18:01:01,-6.2167,155.6333,77.54,83,93,0.96
311,Praia,CV,2022-06-02 18:01:02,14.9215,-23.5087,76.05,75,33,20.83
312,Omboue,GA,2022-06-02 18:01:03,-1.5746,9.2618,74.43,93,45,5.66
313,Zhuhai,CN,2022-06-02 18:01:04,22.2769,113.5678,82.85,89,40,13.8
314,Suriapet,IN,2022-06-02 18:00:20,17.15,79.6167,94.01,36,82,11.99
315,Buala,SB,2022-06-02 18:01:05,-8.145,159.5921,80.62,82,53,9.33
316,Yarmouth,US,2022-06-02 18:01:05,41.7057,-70.2286,67.14,85,100,8.05
317,Radomsko,PL,2022-06-02 17:59:28,51.0671,19.4448,61.52,70,7,6.73
318,Talnakh,RU,2022-06-02 18:01:06,69.4865,88.3972,34.56,87,58,7.14
319,Palana,RU,2022-06-02 18:01:07,59.1167,159.9667,39.99,65,0,3.06
320,Villa Rica,US,2022-06-02 18:02:07,33.7321,-84.9191,91.81,62,8,8.03
321,Horadiz,AZ,2022-06-02 18:02:08,39.4488,47.3353,79.02,40,14,2.68
322,Sabya,SA,2022-06-02 18:02:08,17.1495,42.6254,87.03,58,5,1.66
323,Ardakan,IR,2022-06-02 18:02:09,32.31,54.0175,83.57,10,0,7.43
324,Aksarka,RU,2022-06-02 18:02:09,66.5606,67.7975,30.69,63,62,21.9
325,Blackwater,AU,2022-06-02 18:02:10,-23.5833,148.8833,56.48,49,5,7.05
326,Haines Junction,CA,2022-06-02 18:02:10,60.7522,-137.5108,69.03,26,12,1.16
327,Bassano,CA,2022-06-02 18:02:11,50.7834,-112.4685,64.63,31,35,6.17
328,Homer,US,2022-06-02 18:02:11,59.6425,-151.5483,67.77,39,1,1.81
329,Hudson Bay,CA,2022-06-02 18:02:12,52.85,-102.3842,49.44,53,98,15.82
330,Sambava,MG,2022-06-02 18:02:12,-14.2667,50.1667,73.53,89,76,13.06
331,Husavik,IS,2022-06-02 18:02:13,66.0449,-17.3389,47.5,89,100,11.9
332,Nakamura,JP,2022-06-02 18:02:13,32.9833,132.9333,60.76,95,1,3.47
333,Ode,NG,2022-06-02 18:02:14,7.7899,5.7117,70.95,93,74,6.08
334,Esperance,AU,2022-06-02 18:02:14,-33.8667,121.9,56.53,71,77,14.63
335,La Rioja,ES,2022-06-02 18:02:15,42.25,-2.5,83.98,40,77,1.14
336,Tautira,PF,2022-06-02 18:02:16,-17.7333,-149.15,77.47,82,100,15.21
337,Tynda,RU,2022-06-02 18:02:16,55.1667,124.7167,44.56,98,98,5.32
338,Hailar,CN,2022-06-02 18:02:17,49.2,119.7,53.33,69,98,13.8
339,Swellendam,ZA,2022-06-02 18:02:17,-34.0226,20.4417,52.97,76,5,6.06
340,Yilan,TW,2022-06-02 18:02:12,24.757,121.753,80.02,99,97,1.92
341,Comodoro Rivadavia,AR,2022-06-02 18:02:18,-45.8667,-67.5,48.06,43,0,11.5
342,Castro,BR,2022-06-02 18:02:19,-24.7911,-50.0119,59.63,91,100,2.66
343,La Mata,PA,2022-06-02 18:02:19,8.0833,-80.8833,79.3,82,100,11.77
344,Narasannapeta,IN,2022-06-02 18:02:20,18.4167,84.05,82.85,89,36,8.43
345,Mazagao,BR,2022-06-02 18:02:20,-0.115,-51.2894,88.05,53,31,4.27
346,Liwale,TZ,2022-06-02 18:02:21,-9.7667,37.9333,68.47,68,61,9.53
347,Ambon,ID,2022-06-02 18:02:21,-3.6954,128.1814,75.34,94,40,2.3
348,Revda,RU,2022-06-02 18:02:22,56.801,59.9303,54.93,78,45,7.23
349,Honningsvag,NO,2022-06-02 18:02:22,70.9821,25.9704,56.95,67,55,5.75
350,Kawalu,ID,2022-06-02 18:02:23,-7.3817,108.2082,70.83,98,41,1.72
351,Alice Springs,AU,2022-06-02 18:00:14,-23.7,133.8833,60.35,94,100,0.0
352,Lensk,RU,2022-06-02 18:02:24,60.7253,114.9278,52.09,66,16,5.84
353,Havre-Saint-Pierre,CA,2022-06-02 18:02:24,50.2334,-63.5986,56.93,59,55,15.23
354,Manuk Mangkaw,PH,2022-06-02 18:02:25,4.8,119.85,83.91,72,100,6.87
355,Nelson Bay,AU,2022-06-02 18:02:25,-32.7167,152.15,43.09,94,23,5.91
356,Madimba,TZ,2022-06-02 18:02:26,-10.4,40.3333,74.1,72,68,12.73
357,Menongue,AO,2022-06-02 18:02:26,-14.6585,17.691,56.86,51,2,5.35
358,Northam,GB,2022-06-02 18:00:45,51.0333,-4.2167,63.66,70,75,5.73
359,Vostok,RU,2022-06-02 18:02:27,46.4856,135.8833,44.15,93,100,2.15
360,Soure,BR,2022-06-02 18:00:59,-0.7167,-48.5233,84.29,66,90,5.55
361,Maniitsoq,GL,2022-06-02 18:02:27,65.4167,-52.9,41.04,65,8,6.08
362,Touros,BR,2022-06-02 18:02:13,-5.1989,-35.4608,82.9,69,92,11.3
363,Abu Kamal,SY,2022-06-02 18:02:28,34.4506,40.9171,98.28,8,6,13.06
364,Burdur,TR,2022-06-02 18:02:29,37.7203,30.2908,66.9,56,75,6.91
365,Bafia,CM,2022-06-02 18:03:29,4.75,11.2333,75.34,82,66,2.86
366,Hirara,JP,2022-06-02 18:03:30,24.8,125.2833,81.55,86,93,11.3
367,Moose Factory,CA,2022-06-02 18:03:30,51.2585,-80.6094,68.47,32,100,6.62
368,Rettikhovka,RU,2022-06-02 18:03:31,44.1683,132.7669,50.86,98,100,0.72
369,Acajutla,SV,2022-06-02 18:03:31,13.5928,-89.8275,82.98,66,100,15.84
370,Magadi,IN,2022-06-02 18:03:32,12.9667,77.2333,69.03,88,99,14.5
371,Ugoofaaru,MV,2022-06-02 18:03:32,5.6667,73.0,82.72,80,74,13.76
372,Sibolga,ID,2022-06-02 18:03:33,1.7427,98.7792,75.6,88,100,2.37
373,Kahului,US,2022-06-02 18:02:49,20.8947,-156.47,78.84,70,20,8.01
374,Bogorodskoye,RU,2022-06-02 18:03:34,56.55,37.8833,63.66,89,97,6.06
375,Bagdarin,RU,2022-06-02 18:03:34,54.4333,113.6,48.09,60,100,1.01
376,San Cristobal,VE,2022-06-02 18:03:35,7.7669,-72.225,87.98,28,66,8.9
377,Bougouni,ML,2022-06-02 18:03:35,11.417,-7.479,86.07,45,48,8.46
378,Orsha,BY,2022-06-02 17:59:36,54.5153,30.4053,57.09,94,100,12.84
379,Rodrigues Alves,BR,2022-06-02 18:03:36,-7.738,-72.6509,82.06,79,84,2.71
380,Rio Gallegos,AR,2022-06-02 18:01:42,-51.6226,-69.2181,38.79,64,95,8.41
381,Barra Patuca,HN,2022-06-02 18:03:37,15.8,-84.2833,88.75,59,100,3.2
382,Tenenkou,ML,2022-06-02 18:03:37,14.4572,-4.9169,107.35,13,20,4.23
383,Along,IN,2022-06-02 18:03:38,28.1667,94.7667,72.97,98,33,0.78
384,Longyan,CN,2022-06-02 18:03:38,25.1072,117.0225,73.6,98,94,3.51
385,Ilulissat,GL,2022-06-02 18:03:39,69.2167,-51.1,37.42,65,20,8.05
386,Bam,IR,2022-06-02 18:03:39,29.106,58.357,81.88,10,0,12.01
387,Oriximina,BR,2022-06-02 18:03:40,-1.7656,-55.8661,83.61,76,62,1.23
388,Finschhafen,PG,2022-06-02 18:03:40,-6.6024,147.8681,78.46,80,69,8.7
389,Lasa,IT,2022-06-02 18:03:41,46.6166,10.7002,68.36,87,72,1.54
390,Hovd,MN,2022-06-02 18:03:42,48.0056,91.6419,48.15,39,47,3.74
391,Mayo,US,2022-06-02 18:03:42,38.8876,-76.5119,92.21,72,0,11.99
392,Bijie,CN,2022-06-02 18:03:43,27.3125,105.2942,64.67,97,100,3.0
393,Azul,AR,2022-06-02 18:00:05,-36.777,-59.8585,50.81,38,0,3.13
394,Formosa,AR,2022-06-02 18:03:43,-26.1775,-58.1781,62.58,42,0,12.66
395,Zaragoza,ES,2022-06-02 18:00:29,41.6561,-0.8773,88.45,32,20,8.05
396,Vestmannaeyjar,IS,2022-06-02 18:03:44,63.4427,-20.2734,47.39,87,75,6.91
397,Krasnoselkup,RU,2022-06-02 18:03:45,65.7,82.4667,33.1,96,82,9.73
398,Lazaro Cardenas,MX,2022-06-02 18:02:46,17.9583,-102.2,84.92,57,20,10.67
399,Redmond,US,2022-06-02 18:01:11,47.674,-122.1215,73.67,73,97,1.01
400,Aykhal,RU,2022-06-02 18:03:45,66.0,111.5,48.38,75,49,5.75
401,Oleksandrivka,UA,2022-06-02 18:03:46,48.9634,32.2349,64.94,91,84,6.13
402,Orlovo,RU,2022-06-02 18:03:47,51.754,39.5873,66.49,88,56,7.18
403,Mount Isa,AU,2022-06-02 18:03:47,-20.7333,139.5,65.97,55,40,1.14
404,Taybad,IR,2022-06-02 18:03:48,34.74,60.7756,79.93,14,0,15.93
405,Amapa,BR,2022-06-02 18:03:48,1.0,-52.0,84.22,64,49,3.11
406,Hailey,US,2022-06-02 18:00:58,43.5196,-114.3153,70.88,39,97,4.0
407,Orodara,BF,2022-06-02 18:03:49,10.9492,-4.9342,91.62,31,29,13.49
408,Aquiraz,BR,2022-06-02 18:03:49,-3.9014,-38.3911,84.45,85,99,8.84
409,Yelabuga,RU,2022-06-02 18:03:50,55.7613,52.0649,67.55,81,100,6.26
410,Slave Lake,CA,2022-06-02 18:03:50,55.2834,-114.769,65.28,38,42,6.87
411,Ajaccio,FR,2022-06-02 18:03:51,42.0,8.9167,73.38,65,0,4.61
412,Salinas,US,2022-06-02 18:04:51,36.6777,-121.6555,84.56,60,0,11.5
413,Betsiamites,CA,2022-06-02 18:04:52,48.9413,-68.646,53.35,60,23,5.79
414,Kaeo,NZ,2022-06-02 18:04:52,-35.1,173.7833,54.32,96,37,11.34
415,Cantagalo,BR,2022-06-02 18:04:54,-21.9811,-42.3681,81.27,53,42,5.41
416,Salalah,OM,2022-06-02 18:02:08,17.0151,54.0924,81.55,74,16,5.1
417,Korablino,RU,2022-06-02 18:04:55,53.9164,40.0133,67.93,94,96,9.53
418,Daru,PG,2022-06-02 18:04:55,-9.0763,143.2092,79.75,87,99,13.91
419,Fort Nelson,CA,2022-06-02 18:04:56,58.8053,-122.7002,73.71,30,18,2.95
420,Xuddur,SO,2022-06-02 18:04:56,4.1213,43.8894,77.0,61,98,11.12
421,Axim,GH,2022-06-02 18:04:57,4.8699,-2.2405,80.85,80,52,10.0
422,Namibe,AO,2022-06-02 18:04:58,-15.1961,12.1522,73.09,77,12,8.79
423,Kattivakkam,IN,2022-06-02 18:03:04,13.2167,80.3167,89.69,78,93,19.15
424,Tambo,PE,2022-06-02 18:04:58,-14.8,-73.9167,46.87,36,90,8.68
425,Qax,AZ,2022-06-02 18:04:59,41.4225,46.9242,72.59,46,17,6.46
426,Taoudenni,ML,2022-06-02 18:04:59,22.6783,-3.9836,109.47,7,4,11.39
427,Westport,US,2022-06-02 18:00:17,41.1415,-73.3579,80.37,86,100,3.0
428,Grabs,CH,2022-06-02 18:05:00,47.1825,9.4439,74.05,69,52,4.0
429,Sumenep,ID,2022-06-02 18:05:00,-7.0167,113.8667,79.97,82,82,7.63
430,Puerto Montt,CL,2022-06-02 18:02:26,-41.4698,-72.9447,50.2,65,94,11.01
431,Sobolevo,RU,2022-06-02 18:05:01,54.4299,31.8996,62.37,79,78,5.7
432,Chokurdakh,RU,2022-06-02 18:05:02,70.6333,147.9167,34.16,76,96,9.89
433,Catuday,PH,2022-06-02 18:05:03,16.2923,119.8062,79.72,82,100,12.59
434,Sunland Park,US,2022-06-02 18:05:03,31.7965,-106.58,83.93,39,0,13.8
435,Macara,EC,2022-06-02 18:05:04,-4.3833,-79.95,84.76,48,61,7.36
436,Cahabon,GT,2022-06-02 18:05:04,15.5667,-89.8167,86.05,49,76,3.76
437,San Jose,US,2022-06-02 18:00:09,37.3394,-121.895,81.91,46,40,8.05
438,Port Hedland,AU,2022-06-02 18:05:05,-20.3167,118.5667,59.05,88,3,6.91
439,Narsingi,IN,2022-06-02 18:05:06,18.0333,78.4333,91.81,28,85,7.18
440,Laguna,US,2022-06-02 18:05:06,38.421,-121.4238,85.32,39,0,6.91
441,Tateyama,JP,2022-06-02 18:05:07,34.9833,139.8667,70.11,82,6,15.17
442,Maiduguri,NG,2022-06-02 18:00:21,11.8464,13.1603,95.31,7,0,10.09
443,Ngunguru,NZ,2022-06-02 18:05:08,-35.6167,174.5,59.23,76,42,14.09
444,Vytegra,RU,2022-06-02 18:05:08,61.0064,36.4481,61.16,96,86,5.44
445,Luganville,VU,2022-06-02 18:05:09,-15.5333,167.1667,78.15,85,54,5.46
446,Batagay-Alyta,RU,2022-06-02 18:05:10,67.8006,130.4114,40.15,94,100,3.83
447,Maneadero,MX,2022-06-02 18:05:10,31.7167,-116.5667,65.1,83,25,1.99
448,Fortuna,US,2022-06-02 18:05:11,40.5982,-124.1573,66.92,72,0,1.99
449,Kedrovyy,RU,2022-06-02 18:05:11,56.1667,91.8167,41.41,94,92,7.36
450,Maltahohe,NA,2022-06-02 18:05:12,-24.8333,16.9833,56.61,22,0,11.27
451,Bonito,BR,2022-06-02 18:05:12,-21.1211,-56.4819,72.14,60,97,3.62
452,Chinsali,ZM,2022-06-02 18:05:13,-10.5414,32.0816,54.28,83,79,5.44
453,Qaqortoq,GL,2022-06-02 18:05:13,60.7167,-46.0333,43.79,61,0,4.94
454,Ahuimanu,US,2022-06-02 18:05:14,21.4447,-157.8378,78.51,82,75,10.36
455,Sorkjosen,NO,2022-06-02 18:05:14,69.8,20.9333,64.4,45,0,0.0
456,Locri,IT,2022-06-02 18:05:15,38.2414,16.2623,74.61,61,0,3.65
457,Ponta Delgada,PT,2022-06-02 18:08:58,37.7333,-25.6667,65.12,88,75,11.5
458,Ortakoy,TR,2022-06-02 18:08:58,38.7373,34.0387,77.25,63,68,12.57
459,Nome,US,2022-06-02 18:08:59,64.5011,-165.4064,35.67,93,100,3.44
460,Sal Rei,CV,2022-06-02 18:08:59,16.1833,-22.9167,73.0,86,12,22.39
461,Wajir,KE,2022-06-02 18:09:00,1.7471,40.0573,81.75,51,83,17.54
462,Phonhong,LA,2022-06-02 18:09:00,18.5007,102.4166,76.33,93,100,1.59
463,Bowen,AU,2022-06-02 18:09:01,-20.0167,148.2333,65.19,83,90,7.16
464,Vao,NC,2022-06-02 18:09:01,-22.6667,167.4833,72.36,65,100,9.86
465,Yangambi,CD,2022-06-02 18:09:02,0.8102,24.4336,71.46,95,81,2.44
466,Kemin,KG,2022-06-02 18:06:13,42.7846,75.6892,59.18,73,98,5.03
467,Poum,NC,2022-06-02 18:09:03,-20.2333,164.0167,74.59,74,92,14.52
468,Marawi,PH,2022-06-02 18:09:04,7.9986,124.2928,68.31,93,100,2.44
469,Xuanhua,CN,2022-06-02 18:09:04,40.6103,115.0447,75.2,26,97,5.48
470,Santiago Del Estero,AR,2022-06-02 18:09:06,-27.7951,-64.2615,61.59,35,21,4.45
471,Te Anau,NZ,2022-06-02 18:09:07,-45.4167,167.7167,40.75,90,82,4.59
472,Constitucion,CL,2022-06-02 18:09:07,-35.3333,-72.4167,55.67,62,48,12.01
473,Sitka,US,2022-06-02 18:09:08,57.0531,-135.33,53.49,82,75,3.44
474,Santa Cruz,BO,2022-06-02 18:09:08,-17.8,-63.1667,65.66,59,75,11.5
475,Agropoli,IT,2022-06-02 18:09:09,40.3469,14.9966,81.09,69,0,3.0
476,Anadyr,RU,2022-06-02 18:09:09,64.75,177.4833,36.03,93,73,13.4
477,Hinton,CA,2022-06-02 18:09:10,53.4001,-117.5857,63.81,34,24,8.48
478,Rabo De Peixe,PT,2022-06-02 18:09:10,37.8,-25.5833,63.91,88,75,11.5
479,Skalica,SK,2022-06-02 18:09:11,48.8449,17.2264,67.15,70,73,4.0
480,Alofi,NU,2022-06-02 18:09:11,-19.0595,-169.9187,78.71,76,58,23.98
481,Mayya,RU,2022-06-02 18:09:12,61.7333,130.2811,56.32,72,85,6.53
482,Montrose,US,2022-06-02 18:09:12,38.4166,-108.2673,64.72,15,0,5.5
483,Auburn,US,2022-06-02 18:08:55,47.3073,-122.2284,73.54,73,75,6.91
484,Swan Hill,AU,2022-06-02 18:09:13,-35.3378,143.5544,45.01,73,100,5.84
485,Kardonikskaya,RU,2022-06-02 18:09:14,43.8617,41.7194,62.38,91,53,5.82
486,Maragogi,BR,2022-06-02 18:09:14,-9.0122,-35.2225,80.56,78,99,6.93
487,Itupiranga,BR,2022-06-02 18:09:15,-5.1347,-49.3267,86.32,67,30,3.29
488,Novopokrovka,UA,2022-06-02 18:09:15,49.8425,36.5477,67.46,90,47,7.25
489,Yamada,JP,2022-06-02 18:09:16,39.4667,141.95,54.59,96,79,3.51
490,Guymon,US,2022-06-02 18:06:26,36.6828,-101.4816,64.4,55,100,9.22
491,Shingu,JP,2022-06-02 18:09:16,33.7333,135.9833,63.57,92,12,5.35
492,Waingapu,ID,2022-06-02 18:09:17,-9.6567,120.2641,76.37,84,4,5.95
493,Mandan,US,2022-06-02 18:09:17,46.8267,-100.8896,69.78,26,0,26.46
494,Cabadiangan,PH,2022-06-02 18:09:18,9.7531,122.4739,78.26,84,89,1.19
495,Babanka,UA,2022-06-02 18:09:18,48.7097,30.4483,67.41,78,73,5.35
496,Fez,MA,2022-06-02 18:09:19,34.0372,-4.9998,73.65,56,75,6.91
497,Mecca,SA,2022-06-02 18:08:56,21.4267,39.8261,93.04,21,0,6.51
498,Andros Town,BS,2022-06-02 18:09:19,24.7,-77.7667,84.16,63,100,13.02
499,Reserva,BR,2022-06-02 18:09:20,-24.6503,-50.8506,58.35,96,100,2.82
500,Dicabisagan,PH,2022-06-02 18:09:20,17.0818,122.4157,79.74,86,69,7.27
501,Port Blair,IN,2022-06-02 18:09:21,11.6667,92.75,81.0,84,100,7.9
502,Bakel,SN,2022-06-02 18:10:22,14.905,-12.4568,105.94,18,22,10.22
503,Schattdorf,CH,2022-06-02 18:10:22,46.8655,8.6547,73.71,81,45,0.38
504,Roald,NO,2022-06-02 18:10:23,62.5833,6.1333,55.17,93,75,8.05
505,Bemidji,US,2022-06-02 18:05:37,47.4736,-94.8803,65.05,39,40,24.16
506,Jijiga,ET,2022-06-02 18:10:23,9.35,42.8,63.37,85,78,11.79
507,San Jose De Gracia,MX,2022-06-02 18:10:24,20.6667,-102.5833,86.2,23,1,1.7
508,Trelew,AR,2022-06-02 18:10:24,-43.249,-65.3051,52.5,24,48,18.48
509,Houma,US,2022-06-02 18:10:25,29.5958,-90.7195,90.0,66,3,4.0
510,Meulaboh,ID,2022-06-02 18:07:17,4.1363,96.1285,75.85,85,100,3.71
511,Tokat,TR,2022-06-02 18:10:05,40.4167,36.5833,54.63,77,91,5.88
512,Dutlwe,BW,2022-06-02 18:10:26,-23.9833,23.9,57.18,28,0,9.15
513,Coquimbo,CL,2022-06-02 18:10:26,-29.9533,-71.3436,60.53,51,0,11.5
514,Segovia,ES,2022-06-02 18:10:27,41.1667,-4.0,74.43,37,42,9.44
515,Arlit,NE,2022-06-02 18:10:27,18.7369,7.3853,99.16,7,37,6.04
516,Kudahuvadhoo,MV,2022-06-02 18:10:28,2.6708,72.8944,83.5,73,63,13.76
517,Sarangani,PH,2022-06-02 18:10:28,5.4033,125.4636,82.56,75,83,4.83
518,Haridwar,IN,2022-06-02 18:10:29,29.9667,78.1667,84.02,14,0,5.75
519,Sola,VU,2022-06-02 18:10:30,-13.8833,167.55,81.46,76,16,15.3
520,Cairns,AU,2022-06-02 18:10:30,-16.9167,145.7667,68.07,94,47,9.22
521,Ruwi,OM,2022-06-02 18:10:31,23.5996,58.5507,89.29,53,41,4.56
522,Gol,NO,2022-06-02 18:10:31,60.7014,8.9457,55.56,83,99,2.17
523,Langue,HN,2022-06-02 18:10:32,13.6208,-87.6525,81.59,77,97,4.14
524,Santa Eulalia,PE,2022-06-02 18:10:32,-11.85,-76.6833,40.5,40,86,8.39
525,Saldanha,ZA,2022-06-02 18:10:33,-33.0117,17.9442,58.51,77,0,12.33
526,Pathein,MM,2022-06-02 18:10:34,16.7833,94.7333,79.99,87,91,4.32
527,Chala,TZ,2022-06-02 18:10:34,-7.5833,31.2667,55.22,81,19,5.37
528,Kutum,SD,2022-06-02 18:10:35,14.2,24.6667,88.23,12,84,8.99
529,Boyolangu,ID,2022-06-02 18:10:35,-8.1181,111.8935,75.15,90,35,2.71
530,San Antonio,US,2022-06-02 18:08:09,29.4241,-98.4936,94.48,50,75,12.66
531,Yining,CN,2022-06-02 18:10:36,29.0361,114.5636,74.01,97,85,1.7
532,Sindor,RU,2022-06-02 18:10:36,62.8629,51.8905,55.94,49,50,5.21
533,Kabalo,CD,2022-06-02 18:10:37,-6.05,26.9167,76.46,51,83,4.16
534,Aranos,NA,2022-06-02 18:10:38,-24.1333,19.1167,57.74,28,0,11.59
535,Quelimane,MZ,2022-06-02 18:10:38,-17.8786,36.8883,67.95,94,75,6.91
536,Pundaguitan,PH,2022-06-02 18:10:39,6.3711,126.1689,82.71,72,95,4.59
537,Douglas,US,2022-06-02 18:10:16,41.3,-96.167,77.29,33,0,9.22
538,Habra,IN,2022-06-02 18:10:40,22.8344,88.6275,84.09,81,99,13.76
539,Vila Do Maio,CV,2022-06-02 18:10:40,15.1333,-23.2167,73.74,86,29,19.71
540,Minas,UY,2022-06-02 18:10:41,-34.3759,-55.2377,46.99,80,71,7.67
541,Kresek,ID,2022-06-02 18:10:41,-6.1314,106.3797,78.12,90,92,8.28
542,Shache,CN,2022-06-02 18:10:42,38.4167,77.2406,73.11,13,54,3.94
543,Palembang,ID,2022-06-02 18:10:42,-2.9167,104.7458,78.89,89,40,4.61
544,Cruz Alta,BR,2022-06-02 18:10:43,-28.6386,-53.6064,50.99,79,93,11.03
545,Auki,SB,2022-06-02 18:10:43,-8.7676,160.7034,76.91,89,16,3.47
546,Tacuarembo,UY,2022-06-02 18:10:44,-31.7333,-55.9833,52.14,56,100,8.23
547,Winton,US,2022-06-02 18:10:45,37.3894,-120.6133,88.75,26,0,10.36
548,Jalu,LY,2022-06-02 18:10:45,29.0331,21.5482,91.04,14,0,13.89
549,Sinnar,SD,2022-06-02 18:10:46,13.5691,33.5672,96.22,27,67,8.75
550,Kemijarvi,FI,2022-06-02 18:11:47,66.7131,27.4306,53.55,83,100,13.4
551,Singkawang,ID,2022-06-02 18:11:47,0.9,109.0,76.33,92,88,3.56
552,Tianpeng,CN,2022-06-02 18:11:48,30.9866,103.9393,77.72,70,10,2.93
553,Boshnyakovo,RU,2022-06-02 18:11:48,49.6333,142.1667,39.96,89,100,5.28
554,Kitakata,JP,2022-06-02 18:11:49,37.65,139.8667,55.29,93,27,1.28
555,Dharchula,IN,2022-06-02 18:11:49,29.85,80.5333,70.39,26,11,6.87
556,Afyonkarahisar,TR,2022-06-02 18:11:50,38.75,30.6667,69.28,49,4,8.39
557,General Artigas,PY,2022-06-02 18:11:51,-26.9333,-56.2167,60.33,65,24,8.48
558,Aloleng,PH,2022-06-02 18:11:51,16.1307,119.7824,82.08,78,100,14.09
559,Smithers,CA,2022-06-02 18:11:52,54.7804,-127.1743,66.07,41,100,4.85
560,Naze,JP,2022-06-02 18:11:52,28.3667,129.4833,71.28,91,100,7.09
561,Hualmay,PE,2022-06-02 18:11:53,-11.0964,-77.6139,68.59,69,78,9.08
562,Sidi Ali,DZ,2022-06-02 18:11:53,36.0998,0.4206,69.8,71,72,7.92
563,Yanggu,CN,2022-06-02 18:11:54,36.1106,115.7753,79.18,17,60,8.08
564,Mansa,IN,2022-06-02 18:11:54,29.9833,75.3833,97.29,10,61,2.62
565,Kiama,AU,2022-06-02 18:11:56,-34.6833,150.8667,45.45,86,99,4.25
566,New Richmond,US,2022-06-02 18:11:56,45.123,-92.5366,76.1,21,40,19.57
567,Bahia Blanca,AR,2022-06-02 18:11:57,-38.7196,-62.2724,50.67,43,5,1.72
